Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
15661,Business and Professional Communication Quarterly,Business and Professional Communication Quarterly, 23294906,41,0.301
15662,Chromatographia,Chromatographia,00095893,74,0.301
15662,Chromatographia,Chromatographia, 16121112,74,0.301
15663,Combinatorial Chemistry and High Throughput Screening,Combinatorial Chemistry and High Throughput Screening,13862073,70,0.301
15663,Combinatorial Chemistry and High Throughput Screening,Combinatorial Chemistry and High Throughput Screening, 18755402,70,0.301
15664,Contemporary Psychoanalysis,Contemporary Psychoanalysis,00107530,35,0.301
15664,Contemporary Psychoanalysis,Contemporary Psychoanalysis, 23309091,35,0.301
15665,Current HIV Research,Current HIV Research,18734251,59,0.301
15665,Current HIV Research,Current HIV Research, 1570162X,59,0.301
15666,International Journal of Air-Conditioning and Refrigeration,International Journal of Air-Conditioning and Refrigeration,20101325,20,0.301
15666,International Journal of Air-Conditioning and Refrigeration,International Journal of Air-Conditioning and Refrigeration, 20101333,20,0.301
15667,International Journal of Mobile Human Computer Interaction,International Journal of Mobile Human Computer Interaction,1942390X,22,0.301
15667,International Journal of Mobile Human Computer Interaction,International Journal of Mobile Human Computer Interaction, 19423918,22,0.301
15668,Journal of Cerebrovascular and Endovascular Neurosurgery,Journal of Cerebrovascular and Endovascular Neurosurgery,22873139,6,0.301
15668,Journal of Cerebrovascular and Endovascular Neurosurgery,Journal of Cerebrovascular and Endovascular Neurosurgery, 22348565,6,0.301
15669,Journal of Livestock Science and Technologies,Journal of Livestock Science and Technologies,23223553,5,0.301
15669,Journal of Livestock Science and Technologies,Journal of Livestock Science and Technologies, 2322374X,5,0.301
15670,Journal of Minimal Access Surgery,Journal of Minimal Access Surgery,9729941,33,0.301
15671,Korea Australia Rheology Journal,Korea Australia Rheology Journal,1226119X,34,0.301
15672,Labor History,Labor History,0023656X,25,0.301
15672,Labor History,Labor History, 14699702,25,0.301
15673,Management and Labour Studies,Management and Labour Studies,23210710,16,0.301
15673,Management and Labour Studies,Management and Labour Studies, 0258042X,16,0.301
15674,Materials at High Temperatures,Materials at High Temperatures,9603409,46,0.301
15675,Physical Activity and Nutrition,Physical Activity and Nutrition,27337545,7,0.301
15676,Phyton-International Journal of Experimental Botany,Phyton-International Journal of Experimental Botany,18515657,22,0.301
15676,Phyton-International Journal of Experimental Botany,Phyton-International Journal of Experimental Botany, 00319457,22,0.301
15677,Polish Journal of Management Studies,Polish Journal of Management Studies,20817452,34,0.301
15678,Psychology Hub,Psychology Hub,2723973X,8,0.301
15678,Psychology Hub,Psychology Hub, 27242943,8,0.301
15679,Revista de Derecho Ambiental(Chile),Revista de Derecho Ambiental(Chile),07180101,3,0.301
15679,Revista de Derecho Ambiental(Chile),Revista de Derecho Ambiental(Chile), 07194633,3,0.301
15680,Slavisticna Revija,Slavisticna Revija,3506894,9,0.301
15681,Strategic Planning for Energy and the Environment,Strategic Planning for Energy and the Environment,10485236,12,0.301
15681,Strategic Planning for Energy and the Environment,Strategic Planning for Energy and the Environment, 15460126,12,0.301
15682,Vestnik Sankt-Peterburgskogo Universiteta. Yazyk i Literatura,Vestnik Sankt-Peterburgskogo Universiteta. Yazyk i Literatura,25419366,5,0.301
15682,Vestnik Sankt-Peterburgskogo Universiteta. Yazyk i Literatura,Vestnik Sankt-Peterburgskogo Universiteta. Yazyk i Literatura, 25419358,5,0.301
15683,Wounds,Wounds,19432704,49,0.301
15683,Wounds,Wounds, 10447946,49,0.301
15684,Advances in Operations Research,Advances in Operations Research,16879155,20,0.300
15684,Advances in Operations Research,Advances in Operations Research, 16879147,20,0.300
15685,Annales Botanici Fennici,Annales Botanici Fennici,33847,39,0.300
15686,Archeologicke Rozhledy,Archeologicke Rozhledy,03231267,15,0.300
15686,Archeologicke Rozhledy,Archeologicke Rozhledy, 25709151,15,0.300
15687,Archives of Transport,Archives of Transport,8669546,18,0.300
15688,Canadian Journal of Learning and Technology,Canadian Journal of Learning and Technology,14996685,8,0.300
15689,Culture. Agriculture. Food and Environment,Culture. Agriculture. Food and Environment,21539561,17,0.300
15689,Culture. Agriculture. Food and Environment,Culture. Agriculture. Food and Environment, 21539553,17,0.300
15690,Environmental Claims Journal,Environmental Claims Journal,1547657X,13,0.300
15690,Environmental Claims Journal,Environmental Claims Journal, 10406026,13,0.300
15691,Human Arenas,Human Arenas,25225804,10,0.300
15692,Humanistic Psychologist,Humanistic Psychologist,15473333,32,0.300
15692,Humanistic Psychologist,Humanistic Psychologist, 08873267,32,0.300
15693,Image Analysis and Stereology,Image Analysis and Stereology,15803139,30,0.300
15693,Image Analysis and Stereology,Image Analysis and Stereology, 18545165,30,0.300
15694,Integration. the VLSI Journal,Integration. the VLSI Journal,1679260,46,0.300
15695,International Journal of Kinesiology and Sports Science,International Journal of Kinesiology and Sports Science,2202946X,7,0.300
15696,International Journal of Theoretical and Applied Finance,International Journal of Theoretical and Applied Finance,02190249,37,0.300
15696,International Journal of Theoretical and Applied Finance,International Journal of Theoretical and Applied Finance, 17936322,37,0.300
15697,International Review on Modelling and Simulations,International Review on Modelling and Simulations,19749821,25,0.300
15697,International Review on Modelling and Simulations,International Review on Modelling and Simulations, 25331701,25,0.300
15698,Iranian Journal of Psychiatry and Clinical Psychology,Iranian Journal of Psychiatry and Clinical Psychology,22287515,7,0.300
15698,Iranian Journal of Psychiatry and Clinical Psychology,Iranian Journal of Psychiatry and Clinical Psychology, 17354315,7,0.300
15699,Journal of Catholic Education,Journal of Catholic Education,23738170,5,0.300
15700,Journal of Cognition and Culture,Journal of Cognition and Culture,15677095,46,0.300
15700,Journal of Cognition and Culture,Journal of Cognition and Culture, 15685373,46,0.300
15701,Journal of Derivatives and Quantitative Studies,Journal of Derivatives and Quantitative Studies,1229988X,4,0.300
15701,Journal of Derivatives and Quantitative Studies,Journal of Derivatives and Quantitative Studies, 27136647,4,0.300
15702,Journal of Near Infrared Spectroscopy,Journal of Near Infrared Spectroscopy,17516552,63,0.300
15702,Journal of Near Infrared Spectroscopy,Journal of Near Infrared Spectroscopy, 09670335,63,0.300
15703,Journal of Nonlinear Modeling and Analysis,Journal of Nonlinear Modeling and Analysis,25622854,7,0.300
15703,Journal of Nonlinear Modeling and Analysis,Journal of Nonlinear Modeling and Analysis, 25622862,7,0.300
15704,Journal of Nuclear Engineering and Radiation Science,Journal of Nuclear Engineering and Radiation Science,23328975,16,0.300
15704,Journal of Nuclear Engineering and Radiation Science,Journal of Nuclear Engineering and Radiation Science, 23328983,16,0.300
15705,Journal of Physics Communications,Journal of Physics Communications,23996528,25,0.300
15706,Juridical Tribune,Juridical Tribune,22477195,7,0.300
15706,Juridical Tribune,Juridical Tribune, 22480382,7,0.300
15707,Knowledge and Performance Management,Knowledge and Performance Management,26163829,7,0.300
15707,Knowledge and Performance Management,Knowledge and Performance Management, 25435507,7,0.300
15708,Open Physics,Open Physics,23915471,45,0.300
15709,Proceedings of the Japan Academy Series A: Mathematical Sciences,Proceedings of the Japan Academy Series A: Mathematical Sciences,3862194,24,0.300
15710,Revista Ciencia Agronomica,Revista Ciencia Agronomica,00456888,34,0.300
15710,Revista Ciencia Agronomica,Revista Ciencia Agronomica, 18066690,34,0.300
15711,Russian Journal of Biological Invasions,Russian Journal of Biological Invasions,20751125,18,0.300
15711,Russian Journal of Biological Invasions,Russian Journal of Biological Invasions, 20751117,18,0.300
15712,Science and Sports,Science and Sports,17784131,29,0.300
15712,Science and Sports,Science and Sports, 07651597,29,0.300
15713,Asian Studies,Asian Studies,22325131,9,0.299
15713,Asian Studies,Asian Studies, 23504226,9,0.299
15714,Bulletin of Economic Research,Bulletin of Economic Research,03073378,35,0.299
15714,Bulletin of Economic Research,Bulletin of Economic Research, 14678586,35,0.299
15715,California Agriculture,California Agriculture,10970967,32,0.299
15715,California Agriculture,California Agriculture, 00080845,32,0.299
15716,Chinese journal of dental research : the official journal of the Scientific Section of the Chinese Stomatological Association (CSA). The,Chinese journal of dental research : the official journal of the Scientific Section of the Chinese Stomatological Association (CSA). The,14626446,28,0.299
15717,Contention,Contention,25727184,4,0.299
15717,Contention,Contention, 23301392,4,0.299
15718,Der Nervenarzt,Der Nervenarzt,14330407,48,0.299
15718,Der Nervenarzt,Der Nervenarzt, 00282804,48,0.299
15719,Disabilities,Disabilities,26737272,6,0.299
15720,Eminak,Eminak,27080226,4,0.299
15720,Eminak,Eminak, 19984634,4,0.299
15721,Gradevinar,Gradevinar,03502465,24,0.299
15721,Gradevinar,Gradevinar, 13339095,24,0.299
15722,Gynecological Surgery,Gynecological Surgery,16132076,31,0.299
15722,Gynecological Surgery,Gynecological Surgery, 16132084,31,0.299
15723,Indo-European Linguistics,Indo-European Linguistics,22125892,6,0.299
15723,Indo-European Linguistics,Indo-European Linguistics, 22125884,6,0.299
15724,International Conference Recent Advances in Natural Language Processing. RANLP,International Conference Recent Advances in Natural Language Processing. RANLP,13138502,35,0.299
15725,International Electronic Journal of Elementary Education,International Electronic Journal of Elementary Education,13079298,24,0.299
15726,International Journal of Business Data Communications and Networking,International Journal of Business Data Communications and Networking,15480631,14,0.299
15726,International Journal of Business Data Communications and Networking,International Journal of Business Data Communications and Networking, 1548064X,14,0.299
15727,International Journal of eBusiness and eGovernment Studies,International Journal of eBusiness and eGovernment Studies,21460744,12,0.299
15728,Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems. CIMS,Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems. CIMS,10065911,41,0.299
15729,Journal of Aggression. Conflict and Peace Research,Journal of Aggression. Conflict and Peace Research,20428715,22,0.299
15729,Journal of Aggression. Conflict and Peace Research,Journal of Aggression. Conflict and Peace Research, 17596599,22,0.299
15730,Journal of Chinese Human Resources Management,Journal of Chinese Human Resources Management,20408013,17,0.299
15730,Journal of Chinese Human Resources Management,Journal of Chinese Human Resources Management, 20408005,17,0.299
15731,Journal of Economic and Social Measurement,Journal of Economic and Social Measurement,07479662,26,0.299
15731,Journal of Economic and Social Measurement,Journal of Economic and Social Measurement, 18758932,26,0.299
15732,Journal of Empirical Theology,Journal of Empirical Theology,15709256,14,0.299
15732,Journal of Empirical Theology,Journal of Empirical Theology, 09222936,14,0.299
15733,Journal of Family Social Work,Journal of Family Social Work,10522158,28,0.299
15734,Journal of Flow Visualization and Image Processing,Journal of Flow Visualization and Image Processing,10653090,14,0.299
15735,Leukemia Research Reports,Leukemia Research Reports,22130489,16,0.299
15736,Physics and Chemistry of Liquids,Physics and Chemistry of Liquids,10290451,41,0.299
15736,Physics and Chemistry of Liquids,Physics and Chemistry of Liquids, 00319104,41,0.299
15737,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,14391058,46,0.299
15737,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,PPmP Psychotherapie Psychosomatik Medizinische Psychologie, 09372032,46,0.299
15738,Revista Mexicana de Astronomia y Astrofisica,Revista Mexicana de Astronomia y Astrofisica,1851101,33,0.299
15739,Salud Mental,Salud Mental,1853325,30,0.299
15740,Science of Gymnastics Journal,Science of Gymnastics Journal,22322639,15,0.299
15740,Science of Gymnastics Journal,Science of Gymnastics Journal, 18557171,15,0.299
15741,Suma Psicologica,Suma Psicologica,21459797,18,0.299
15741,Suma Psicologica,Suma Psicologica, 01214381,18,0.299
15742,Transylvanian Review of Administrative Sciences,Transylvanian Review of Administrative Sciences,18422845,21,0.299
15743,Acta Agrobotanica,Acta Agrobotanica,2300357X,19,0.298
15743,Acta Agrobotanica,Acta Agrobotanica, 00650951,19,0.298
15744,Advances in Fuzzy Systems,Advances in Fuzzy Systems,16877101,26,0.298
15744,Advances in Fuzzy Systems,Advances in Fuzzy Systems, 1687711X,26,0.298
15745,Australian Journal of Structural Engineering,Australian Journal of Structural Engineering,13287982,24,0.298
15746,Clinical Microbiology Newsletter,Clinical Microbiology Newsletter,01964399,26,0.298
15746,Clinical Microbiology Newsletter,Clinical Microbiology Newsletter, 18734391,26,0.298
15747,Economics of Governance,Economics of Governance,14356104,30,0.298
15747,Economics of Governance,Economics of Governance, 14358131,30,0.298
15748,Gender and Language,Gender and Language,1747633X,17,0.298
15748,Gender and Language,Gender and Language, 17476321,17,0.298
15749,Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie,Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie,23666145,16,0.298
15749,Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie,Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie, 23666218,16,0.298
15750,Hawai'i journal of health &amp; social welfare,Hawai'i journal of health &amp; social welfare,26415224,33,0.298
15751,International Journal of Modern Physics B,International Journal of Modern Physics B,02179792,81,0.298
15751,International Journal of Modern Physics B,International Journal of Modern Physics B, 17936578,81,0.298
15752,International Journal of Play,International Journal of Play,21594953,19,0.298
15753,Invertebrate Neuroscience,Invertebrate Neuroscience,13542516,40,0.298
15753,Invertebrate Neuroscience,Invertebrate Neuroscience, 14391104,40,0.298
15754,Journal of Circuits. Systems and Computers,Journal of Circuits. Systems and Computers,17936454,40,0.298
15754,Journal of Circuits. Systems and Computers,Journal of Circuits. Systems and Computers, 02181266,40,0.298
15755,Journal of Digital Landscape Architecture,Journal of Digital Landscape Architecture,2511624X,11,0.298
15755,Journal of Digital Landscape Architecture,Journal of Digital Landscape Architecture, 23674253,11,0.298
15756,Journal of Disaster Research,Journal of Disaster Research,18812473,28,0.298
15756,Journal of Disaster Research,Journal of Disaster Research, 18838030,28,0.298
15757,Journal of Intellectual Property Law and Practice,Journal of Intellectual Property Law and Practice,17471540,14,0.298
15757,Journal of Intellectual Property Law and Practice,Journal of Intellectual Property Law and Practice, 17471532,14,0.298
15758,Journal of Mathematical Sciences (Japan),Journal of Mathematical Sciences (Japan),13405705,13,0.298
15759,Journal of Orthodontic Science,Journal of Orthodontic Science,22780203,18,0.298
15759,Journal of Orthodontic Science,Journal of Orthodontic Science, 22781897,18,0.298
15760,Journal of Photonics for Energy,Journal of Photonics for Energy,19477988,34,0.298
15761,Journal of Solution Chemistry,Journal of Solution Chemistry,00959782,72,0.298
15761,Journal of Solution Chemistry,Journal of Solution Chemistry, 15728927,72,0.298
15762,Kexue Tongbao/Chinese Science Bulletin,Kexue Tongbao/Chinese Science Bulletin,0023074X,43,0.298
15762,Kexue Tongbao/Chinese Science Bulletin,Kexue Tongbao/Chinese Science Bulletin, 20959419,43,0.298
15763,Natural Product Communications,Natural Product Communications,15559475,63,0.298
15763,Natural Product Communications,Natural Product Communications, 1934578X,63,0.298
15764,Nonlinear Dynamics and Systems Theory,Nonlinear Dynamics and Systems Theory,15628353,22,0.298
15764,Nonlinear Dynamics and Systems Theory,Nonlinear Dynamics and Systems Theory, 18137385,22,0.298
15765,Nordic Studies in Education,Nordic Studies in Education,18915949,13,0.298
15765,Nordic Studies in Education,Nordic Studies in Education, 18915914,13,0.298
15766,Novon,Novon,10553177,27,0.298
15767,P-Adic Numbers. Ultrametric Analysis. and Applications,P-Adic Numbers. Ultrametric Analysis. and Applications,20700474,16,0.298
15767,P-Adic Numbers. Ultrametric Analysis. and Applications,P-Adic Numbers. Ultrametric Analysis. and Applications, 20700466,16,0.298
15768,Pragmatics and Society,Pragmatics and Society,18789722,16,0.298
15768,Pragmatics and Society,Pragmatics and Society, 18789714,16,0.298
15769,Progress In Electromagnetics Research C,Progress In Electromagnetics Research C,19378718,43,0.298
15770,Russian Journal of Economics,Russian Journal of Economics,26187213,19,0.298
15770,Russian Journal of Economics,Russian Journal of Economics, 24054739,19,0.298
15771,Sagvntvm,Sagvntvm,2174517X,5,0.298
15771,Sagvntvm,Sagvntvm, 02103729,5,0.298
15772,Seed Science and Technology,Seed Science and Technology,2510952,50,0.298
15773,Turk Patoloji Dergisi,Turk Patoloji Dergisi,10185615,18,0.298
15773,Turk Patoloji Dergisi,Turk Patoloji Dergisi, 13095730,18,0.298
15774,Vigo International Journal of Applied Linguistics,Vigo International Journal of Applied Linguistics,16970381,14,0.298
15775,ACSM's Health and Fitness Journal,ACSM's Health and Fitness Journal,1536593X,29,0.297
15775,ACSM's Health and Fitness Journal,ACSM's Health and Fitness Journal, 10915397,29,0.297
15776,Actas Dermo-Sifiliograficas,Actas Dermo-Sifiliograficas,00017310,47,0.297
15776,Actas Dermo-Sifiliograficas,Actas Dermo-Sifiliograficas, 15782190,47,0.297
15777,AILA Review,AILA Review,14610213,31,0.297
15778,Arid Ecosystems,Arid Ecosystems,20790961,14,0.297
15778,Arid Ecosystems,Arid Ecosystems, 20790988,14,0.297
15779,Asian and Pacific Migration Journal,Asian and Pacific Migration Journal,1171968,34,0.297
15780,Asian Journal of Law and Society,Asian Journal of Law and Society,20529023,14,0.297
15780,Asian Journal of Law and Society,Asian Journal of Law and Society, 20529015,14,0.297
15781,Communications in Mathematics,Communications in Mathematics,18041388,7,0.297
15781,Communications in Mathematics,Communications in Mathematics, 23361298,7,0.297
15782,Computer Assisted Surgery,Computer Assisted Surgery,24699322,67,0.297
15783,Comunicacion y Sociedad (Mexico),Comunicacion y Sociedad (Mexico),0188252X,12,0.297
15784,Doxa. Cuadernos de Filosofia del Derecho,Doxa. Cuadernos de Filosofia del Derecho,02148676,4,0.297
15784,Doxa. Cuadernos de Filosofia del Derecho,Doxa. Cuadernos de Filosofia del Derecho, 23864702,4,0.297
15785,Erwerbs-Obstbau,Erwerbs-Obstbau,00140309,22,0.297
15785,Erwerbs-Obstbau,Erwerbs-Obstbau, 14390302,22,0.297
15786,Evaluation Review,Evaluation Review,15523926,60,0.297
15786,Evaluation Review,Evaluation Review, 0193841X,60,0.297
15787,Forest Products Journal,Forest Products Journal,157473,59,0.297
15788,Heroin Addiction and Related Clinical Problems,Heroin Addiction and Related Clinical Problems,15921638,19,0.297
15789,History and Philosophy of Logic,History and Philosophy of Logic,14645149,21,0.297
15789,History and Philosophy of Logic,History and Philosophy of Logic, 01445340,21,0.297
15790,Hong Kong Journal of Emergency Medicine,Hong Kong Journal of Emergency Medicine,23095407,15,0.297
15790,Hong Kong Journal of Emergency Medicine,Hong Kong Journal of Emergency Medicine, 10249079,15,0.297
15791,HOPOS,HOPOS,21525188,9,0.297
15791,HOPOS,HOPOS, 21566240,9,0.297
15792,Inter-Asia Cultural Studies,Inter-Asia Cultural Studies,14649373,33,0.297
15792,Inter-Asia Cultural Studies,Inter-Asia Cultural Studies, 14698447,33,0.297
15793,International Journal of Information and Education Technology,International Journal of Information and Education Technology,20103689,17,0.297
15794,International Journal of Law. Policy and the Family,International Journal of Law. Policy and the Family,13609939,27,0.297
15795,Iranian Journal of Parasitology,Iranian Journal of Parasitology,17357020,36,0.297
15796,Jisuanji Yanjiu yu Fazhan/Computer Research and Development,Jisuanji Yanjiu yu Fazhan/Computer Research and Development,10001239,45,0.297
15797,Journal of Asian Studies,Journal of Asian Studies,219118,56,0.297
15798,Journal of Classical Sociology,Journal of Classical Sociology,17412897,30,0.297
15798,Journal of Classical Sociology,Journal of Classical Sociology, 1468795X,30,0.297
15799,Journal of Electrochemical Science and Engineering,Journal of Electrochemical Science and Engineering,18479286,19,0.297
15800,Journal of Pentecostal and Charismatic Christianity,Journal of Pentecostal and Charismatic Christianity,27691624,4,0.297
15801,Journal of Substance Use,Journal of Substance Use,14659891,35,0.297
15802,Karstenia,Karstenia,4533402,9,0.297
15803,Light and Engineering,Light and Engineering,2362945,13,0.297
15804,Materialwissenschaft und Werkstofftechnik,Materialwissenschaft und Werkstofftechnik,15214052,44,0.297
15804,Materialwissenschaft und Werkstofftechnik,Materialwissenschaft und Werkstofftechnik, 09335137,44,0.297
15805,Memoirs of Museum Victoria,Memoirs of Museum Victoria,14472554,17,0.297
15805,Memoirs of Museum Victoria,Memoirs of Museum Victoria, 14472546,17,0.297
15806,Mineral Processing and Extractive Metallurgy: Transactions of the Institute of Mining and Metallurgy,Mineral Processing and Extractive Metallurgy: Transactions of the Institute of Mining and Metallurgy,2572665X,33,0.297
15806,Mineral Processing and Extractive Metallurgy: Transactions of the Institute of Mining and Metallurgy,Mineral Processing and Extractive Metallurgy: Transactions of the Institute of Mining and Metallurgy, 25726641,33,0.297
15807,Minerva Dental and Oral Science,Minerva Dental and Oral Science,27246329,33,0.297
15807,Minerva Dental and Oral Science,Minerva Dental and Oral Science, 27246337,33,0.297
15808,Moroccan Journal of Pure and Applied Analysis,Moroccan Journal of Pure and Applied Analysis,23518227,7,0.297
15808,Moroccan Journal of Pure and Applied Analysis,Moroccan Journal of Pure and Applied Analysis, 26056364,7,0.297
15809,Open AIDS Journal,Open AIDS Journal,18746136,22,0.297
15810,Russian Journal of Nondestructive Testing,Russian Journal of Nondestructive Testing,16083385,24,0.297
15810,Russian Journal of Nondestructive Testing,Russian Journal of Nondestructive Testing, 10618309,24,0.297
15811,SA Journal of Human Resource Management,SA Journal of Human Resource Management,2071078X,15,0.297
15811,SA Journal of Human Resource Management,SA Journal of Human Resource Management, 16837584,15,0.297
15812,Sovremennye Tehnologii v Medicine,Sovremennye Tehnologii v Medicine,20764243,16,0.297
15813,Soziale Welt,Soziale Welt,386073,18,0.297
15814,Arboriculture and Urban Forestry,Arboriculture and Urban Forestry,19355297,42,0.296
15815,Bladder Cancer,Bladder Cancer,23523735,29,0.296
15815,Bladder Cancer,Bladder Cancer, 23523727,29,0.296
15816,Bruno Pini Mathematical Analysis Seminar,Bruno Pini Mathematical Analysis Seminar,22402829,2,0.296
15817,Catalysis,Catalysis,01400568,15,0.296
15817,Catalysis,Catalysis, 14651920,15,0.296
15818,Chebyshevskii Sbornik,Chebyshevskii Sbornik,22268383,9,0.296
15819,Chelyabinsk Physical and Mathematical Journal,Chelyabinsk Physical and Mathematical Journal,25000101,6,0.296
15819,Chelyabinsk Physical and Mathematical Journal,Chelyabinsk Physical and Mathematical Journal, 26190117,6,0.296
15820,Combustion. Explosion and Shock Waves,Combustion. Explosion and Shock Waves,15738345,49,0.296
15820,Combustion. Explosion and Shock Waves,Combustion. Explosion and Shock Waves, 00105082,49,0.296
15821,Comparative Cytogenetics,Comparative Cytogenetics,1993078X,25,0.296
15821,Comparative Cytogenetics,Comparative Cytogenetics, 19930771,25,0.296
15822,Current Cardiovascular Imaging Reports,Current Cardiovascular Imaging Reports,19419074,25,0.296
15822,Current Cardiovascular Imaging Reports,Current Cardiovascular Imaging Reports, 19419066,25,0.296
15823,Defense and Security Analysis,Defense and Security Analysis,14751798,16,0.296
15824,Dialogue and Discourse,Dialogue and Discourse,21529620,9,0.296
15825,Diaspora Studies,Diaspora Studies,09763457,9,0.296
15825,Diaspora Studies,Diaspora Studies, 09739572,9,0.296
15826,Ethics and Bioethics (in Central Europe),Ethics and Bioethics (in Central Europe),13385615,5,0.296
15826,Ethics and Bioethics (in Central Europe),Ethics and Bioethics (in Central Europe), 24537829,5,0.296
15827,Hegel Bulletin,Hegel Bulletin,20515367,6,0.296
15827,Hegel Bulletin,Hegel Bulletin, 20515375,6,0.296
15828,International Journal of Ambient Computing and Intelligence,International Journal of Ambient Computing and Intelligence,19416245,26,0.296
15828,International Journal of Ambient Computing and Intelligence,International Journal of Ambient Computing and Intelligence, 19416237,26,0.296
15829,International Journal on Energy Conversion,International Journal on Energy Conversion,22815295,13,0.296
15829,International Journal on Energy Conversion,International Journal on Energy Conversion, 25332910,13,0.296
15830,Iraqi Journal for Electrical and Electronic Engineering,Iraqi Journal for Electrical and Electronic Engineering,20786069,7,0.296
15830,Iraqi Journal for Electrical and Electronic Engineering,Iraqi Journal for Electrical and Electronic Engineering, 18145892,7,0.296
15831,Izvestiya. Physics of the Solid Earth,Izvestiya. Physics of the Solid Earth,10693513,29,0.296
15831,Izvestiya. Physics of the Solid Earth,Izvestiya. Physics of the Solid Earth, 15556506,29,0.296
15832,Journal of American Folklore,Journal of American Folklore,00218715,24,0.296
15832,Journal of American Folklore,Journal of American Folklore, 15351882,24,0.296
15833,Journal of Applied Ichthyology,Journal of Applied Ichthyology,14390426,71,0.296
15833,Journal of Applied Ichthyology,Journal of Applied Ichthyology, 01758659,71,0.296
15834,Journal of Creativity in Mental Health,Journal of Creativity in Mental Health,15401391,24,0.296
15834,Journal of Creativity in Mental Health,Journal of Creativity in Mental Health, 15401383,24,0.296
15835,Journal of Hospital Management and Health Policy,Journal of Hospital Management and Health Policy,25232533,5,0.296
15836,Journal of Religion in Japan,Journal of Religion in Japan,22118349,11,0.296
15836,Journal of Religion in Japan,Journal of Religion in Japan, 22118330,11,0.296
15837,Journal of Strategic Security,Journal of Strategic Security,19440472,14,0.296
15837,Journal of Strategic Security,Journal of Strategic Security, 19440464,14,0.296
15838,Journal of Visual Culture,Journal of Visual Culture,17412994,31,0.296
15838,Journal of Visual Culture,Journal of Visual Culture, 14704129,31,0.296
15839,Korean Journal of Women Health Nursing,Korean Journal of Women Health Nursing,22871640,6,0.296
15839,Korean Journal of Women Health Nursing,Korean Journal of Women Health Nursing, 20937695,6,0.296
15840,Open Agriculture Journal,Open Agriculture Journal,18743315,16,0.296
15841,Pigment and Resin Technology,Pigment and Resin Technology,3699420,38,0.296
15842,Problemy Ekorozwoju,Problemy Ekorozwoju,18956912,24,0.296
15842,Problemy Ekorozwoju,Problemy Ekorozwoju, 20801971,24,0.296
15843,Programming and Computer Software,Programming and Computer Software,16083261,22,0.296
15843,Programming and Computer Software,Programming and Computer Software, 03617688,22,0.296
15844,Promet - Traffic - Traffico,Promet - Traffic - Traffico,3535320,26,0.296
15845,Psicologia Conductual,Psicologia Conductual,11329483,30,0.296
15846,Sign Language Studies,Sign Language Studies,15336263,31,0.296
15846,Sign Language Studies,Sign Language Studies, 03021475,31,0.296
15847,South African Journal of Plant and Soil,South African Journal of Plant and Soil,2571862,26,0.296
15848,South African Journal of Sports Medicine,South African Journal of Sports Medicine,2078516X,6,0.296
15849,Springer Proceedings in Advanced Robotics,Springer Proceedings in Advanced Robotics,25111264,24,0.296
15849,Springer Proceedings in Advanced Robotics,Springer Proceedings in Advanced Robotics, 25111256,24,0.296
15850,Studies in Informatics and Control,Studies in Informatics and Control,12201766,29,0.296
15850,Studies in Informatics and Control,Studies in Informatics and Control, 1841429X,29,0.296
15851,Waterbirds,Waterbirds,15244695,50,0.296
15852,Acta Geographica Slovenica,Acta Geographica Slovenica,15816613,27,0.295
15852,Acta Geographica Slovenica,Acta Geographica Slovenica, 15818314,27,0.295
15853,Anaesthesiologie,Anaesthesiologie,27316858,47,0.295
15853,Anaesthesiologie,Anaesthesiologie, 27316866,47,0.295
15854,Applied Mechanics,Applied Mechanics,26733161,9,0.295
15855,Baltic Region,Baltic Region,23100524,9,0.295
15855,Baltic Region,Baltic Region, 20798555,9,0.295
15856,Belitung Nursing Journal,Belitung Nursing Journal,24774073,9,0.295
15857,Bulletin of Chemical Reaction Engineering and Catalysis,Bulletin of Chemical Reaction Engineering and Catalysis,19782993,26,0.295
15858,Computational and Mathematical Methods,Computational and Mathematical Methods,25777408,11,0.295
15859,Cultura y Educacion,Cultura y Educacion,15784118,26,0.295
15859,Cultura y Educacion,Cultura y Educacion, 11356405,26,0.295
15860,Darwiniana,Darwiniana,116793,26,0.295
15861,Doklady Earth Sciences,Doklady Earth Sciences,1028334X,42,0.295
15861,Doklady Earth Sciences,Doklady Earth Sciences, 15318354,42,0.295
15862,Dusunen Adam - The Journal of Psychiatry and Neurological Sciences,Dusunen Adam - The Journal of Psychiatry and Neurological Sciences,13095749,19,0.295
15863,Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide,Dynamics of Asymmetric Conflict: Pathways toward Terrorism and Genocide,17467594,17,0.295
